sampling,invalid_value,missing_value,floating_point,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
4,1,3,1,3,1,5,7,2,1,1,2,1,0.25604132078952224,0.2565947242206235,0.19348,0.98326,0.04837241579353002,3.6644457904300425,1.2,0.33,273.34,0.31,1.2,0.34,932.15,0.28,13929.42,0.28,1756.13,0.26,862.66,0.51,1793.62,0.71,129.81,0.17,426.72,1.0,906.44,0.07,143.42,0.15,143.42,0.26,80.15,0.08,0.16589121268016677
2,3,9,1,1,1,1,1,2,2,2,2,1,0.20372645372645373,0.20372645372645373,0.17751,1.98635,0.039547422726802166,3.272234273318872,474.52,0.31,175.94,0.0,474.52,0.29,432.15,0.0,59520.83,0.28,783.47,0.0,432.15,0.0,797.46,0.0,33.4,0.0,153.21,0.0,91.69,0.09,476.88,0.14,476.88,0.2,51.33,0.0,0.087800438685333
4,1,3,4,2,1,4,7,2,2,1,2,1,0.2726434237225604,0.2711676812396237,0.18623,0.94259,0.04652265673953694,3.682910981156595,22788.84,0.43,219.92,0.3,22788.84,0.41,923.65,0.29,4386.0,0.29,1688.86,0.26,806.11,0.5,1718.84,0.71,129.88,0.18,370.64,1.0,547.96,0.08,91.06,0.15,91.06,0.27,80.92,0.09,0.18003117034470054
4,3,8,4,3,1,3,2,1,1,2,2,1,0.2529053680132817,0.2537354731599336,0.20285,1.03485,0.05070569673837235,3.8754349338900487,26.64,0.2,188.19,0.28,26.64,0.22,762.27,0.24,406.48,0.24,1539.42,0.24,726.78,0.51,1595.73,0.71,73.29,0.12,440.69,1.0,167.3,0.06,159.59,0.06,444.41,0.19,71.39,0.06,0.08608883913465346
3,3,5,3,1,2,3,2,2,2,1,1,1,0.20356155971753148,0.20509671476819158,0.20431,2.75357,0.0399488078487386,2.9735349716446127,55.22,0.28,229.99,0.25,452.17,0.16,254.68,0.39,458.23,0.31,11.67,0.09,89.97,0.27,55.89,0.05,148.88,0.22,190.8,0.25,79.98,0.09,135.33,0.21,-0.1288447285528998,,,,
1,2,1,3,3,2,4,5,2,1,1,2,1,0.215014164305949,0.21680830972615675,0.1821,2.02944,0.040273543101455124,3.0861244019138754,244.74,0.3,1063.46,0.28,1688.56,0.21,1048.53,0.4,1729.56,0.33,98.5,0.15,337.82,0.33,111.87,0.1,14033.14,0.43,15516.3,0.28,1110.53,0.08,1491.88,0.18,0.16218844595804965,,,,
1,1,2,4,3,2,3,2,1,1,2,1,1,0.24028008107610097,0.2401572384988637,0.22354,2.65568,0.04442647452191413,3.0585741811175335,303.75,0.27,1207.41,0.24,2221.0,0.17,1171.64,0.39,2285.88,0.29,76.83,0.09,562.05,0.27,105.37,0.05,148.36,0.29,744.86,0.24,179.79,0.06,1123.45,0.22,0.12330979595764206,,,,
2,4,6,2,3,2,2,6,2,2,1,1,1,0.23075348075348076,0.22972972972972974,0.18158,1.90427,0.04100620742738766,3.2488425925925926,173.48,0.3,417.39,0.29,746.21,0.22,410.98,0.4,764.18,0.35,36.98,0.14,150.84,0.34,48.33,0.09,172.27,0.54,178.97,0.39,153.68,0.29,174.51,0.09,151.55,0.28,0.17107441113208835,,
1,4,5,2,3,2,3,6,1,2,1,2,1,0.23757754437688103,0.23714759535655058,0.18864,1.97092,0.04212557760281944,3.220453775821199,436.06,0.3,1555.0,0.29,2542.54,0.21,1478.25,0.41,2606.45,0.34,145.13,0.14,546.68,0.34,141.65,0.09,764.93,0.5,487.79,0.3,1079.57,0.29,447.19,0.08,1847.87,0.25,0.09292232269046537,,
1,1,5,3,4,1,5,4,1,1,2,1,1,0.21178060315705424,0.21264050119771513,0.19699,2.0065,0.04373376682908104,3.182722749886929,506.17,0.29,322.86,0.3,506.17,0.29,1166.64,0.28,10386.92,0.28,1885.93,0.21,1095.37,0.4,1934.07,0.33,107.76,0.15,436.83,0.33,2263.81,0.07,479.81,0.14,479.73,0.25,110.04,0.1,0.17443241721706404
4,2,1,2,4,1,4,5,1,2,2,1,1,0.1680101824352991,0.16504030547305898,0.19377,1.02736,0.04844281676108046,3.5619573796369375,5708.85,0.5,189.98,0.31,5708.85,0.44,684.44,0.27,10256.75,0.27,1277.05,0.26,672.28,0.51,1320.79,0.72,100.36,0.17,315.82,1.0,1178.31,0.06,956.29,0.05,955.92,0.17,79.97,0.09,0.1624110136554603
1,2,8,1,5,2,4,3,2,1,1,1,1,0.26319022173085194,0.26319022173085194,0.16825,1.88573,0.03810665712963691,3.848927875243665,0.0,1.0,400.48,0.43,1111.97,0.22,458.96,0.52,1122.66,0.32,0.0,1.0,193.78,0.35,0.0,1.0,11406.16,0.56,3217.61,0.17,44209.8,1.0,20107.63,0.28,0.10821282189809882,,,,
2,2,2,1,1,2,2,5,2,2,2,2,1,0.16994266994266993,0.16687141687141688,0.18143,1.9035,0.04097814236020971,3.207920792079208,149.13,0.31,386.61,0.29,716.15,0.21,367.28,0.4,727.1,0.34,35.16,0.14,138.49,0.34,45.46,0.09,134.7,0.39,178.71,0.32,154.04,0.29,217.75,0.07,161.87,0.15,120.66,0.15,0.15949258263577046
3,3,6,2,2,2,2,5,1,1,2,2,1,0.2600552655818238,0.26220448265274793,0.17691,1.8263,0.040465576368440115,3.322878228782288,62.6,0.31,306.23,0.3,505.36,0.21,289.26,0.41,516.12,0.36,19.57,0.16,93.3,0.35,60.14,0.09,127.29,0.45,111.41,0.3,134.71,0.09,101.19,0.24,0.18404740316754123,,,,
3,2,9,3,5,2,3,8,1,2,2,2,1,0.2459318391157507,0.24900214921707092,0.18165,1.9637,0.04062728881240208,3.211314475873544,72.72,0.32,306.42,0.29,551.11,0.21,294.66,0.41,555.7,0.36,20.15,0.14,102.12,0.34,60.02,0.08,264.88,0.5,148.91,0.39,172.06,0.29,218.63,0.08,162.27,0.24,0.17530118883531007,,
3,3,3,4,2,1,3,7,1,1,1,1,1,0.25514276941971137,0.2526865213386552,0.18409,1.98364,0.0410366786383946,3.2425249169435215,150.53,0.4,73.35,0.32,150.53,0.42,316.46,0.29,184.17,0.29,560.69,0.21,311.86,0.42,564.82,0.36,22.29,0.15,106.04,0.34,287.88,0.09,42.05,0.13,374.87,0.24,61.99,0.09,0.07311377871712735
1,1,8,4,5,1,1,3,2,1,1,1,1,0.258460782507217,0.258460782507217,0.16268,1.85294,0.03703911125334304,4.208429561200924,61175.91,0.5,228.76,0.0,61175.91,0.53,907.48,0.0,89142.56,0.27,1732.65,0.0,867.74,0.0,1782.81,0.0,82.43,0.0,349.3,0.0,657793758928.05,1.0,3035449423.28,1.0,1858768.81,0.37,99.68,0.0,0.06501812194411816
3,2,1,3,5,1,3,7,2,2,1,1,1,0.1999054820415879,0.19848771266540643,0.17918,1.93153,0.040292397245183,3.2546583850931676,167.22,0.54,47.1,0.32,167.22,0.49,247.89,0.29,80.25,0.29,441.73,0.21,217.67,0.41,449.68,0.36,18.48,0.14,81.49,0.34,179.0,0.08,105.06,0.05,42.97,0.16,62.86,0.08,0.1470930955356033
3,1,3,3,4,1,3,3,2,2,1,2,1,0.21492170709241634,0.21400061406202026,0.16403,1.74841,0.0380101787053741,3.848314606741573,287.73,0.5,0.0,1.0,287.73,0.5,63.02,0.39,25.95,0.15,193.85,0.21,88.47,0.51,188.77,0.35,0.0,1.0,31.83,0.36,223.99,1.0,223.99,1.0,119.16,0.13,0.0,1.0,0.112027658858608
2,4,4,2,4,2,1,6,2,1,2,2,1,0.1816134316134316,0.1816134316134316,0.18818,1.95282,0.042156443868559657,3.2003780718336485,215.49,0.0,502.14,0.0,617.2,0.0,536.67,0.0,953.11,0.0,57.02,0.0,193.27,0.0,69.28,0.0,104387.97,0.43,1312.56,0.36,105164.56,0.28,317.92,0.08,163.19,0.05,641.42,0.23,0.11149994517537662
2,1,7,1,4,2,3,2,2,1,1,2,1,0.1934889434889435,0.19123669123669124,0.19642,2.54045,0.03982248013983975,3.0191326530612246,112.72,0.28,288.38,0.23,664.8,0.17,305.27,0.38,672.23,0.3,17.47,0.09,130.78,0.28,36.46,0.05,131.99,0.25,147.53,0.23,194.55,0.07,312.03,0.2,0.0985573649921234,,,,
4,4,9,3,2,2,5,8,2,1,2,1,1,0.2732890610588452,0.2732890610588452,0.18961,0.985,0.047404860280643626,3.7929844738355376,262.78,0.3,994.28,0.28,1861.81,0.26,907.43,0.51,1913.75,0.71,116.41,0.16,452.55,1.0,83.94,0.09,3153.65,0.63,4775.69,0.28,675.52,0.07,141.98,0.26,0.1771071955513033,,,,
4,2,3,1,5,2,1,4,1,1,2,1,1,0.21785648404353442,0.21785648404353442,0.19372,0.99136,0.048436826392119166,3.7416607523066006,230.67,0.0,798.94,0.0,1474.48,0.0,763.0,0.0,1509.91,0.0,91.46,0.0,375.48,0.0,91.42,0.0,259485.84,0.52,41644.64,0.43,57068.94,0.29,85688.68,0.07,168335.99,0.04,40062.88,0.28,0.04337482849750823
2,1,3,4,5,1,4,2,1,1,1,1,1,0.23955773955773957,0.23955773955773957,0.20032,2.33439,0.04207250910519723,3.190159574468085,8421.08,0.35,125.18,0.28,8421.08,0.35,330.27,0.24,1469.46,0.24,660.22,0.19,312.56,0.39,669.67,0.31,28.2,0.09,145.01,0.3,18246.52,0.06,17853.35,0.06,10695.43,0.19,42.9,0.05,0.16046856336974197
4,3,7,2,1,1,2,2,2,2,2,2,1,0.22532743036340158,0.21942446043165467,0.19773,1.06241,0.04939345351583017,3.8184319119669876,2871.14,0.17,190.86,0.29,2871.14,0.21,782.78,0.25,245.41,0.25,1572.29,0.24,738.73,0.52,1625.83,0.71,83.84,0.13,414.78,1.0,1036.31,0.06,4594.7,0.05,4594.7,0.05,81.45,0.06,0.1942209696704825
3,3,4,3,4,2,4,1,2,1,2,2,1,0.20755296284924776,0.20755296284924776,0.19157,2.03259,0.042351891484528906,3.2134540750323417,90.14,0.32,422.71,0.29,456.84,0.17,407.62,0.41,693.32,0.34,28.87,0.14,144.89,0.33,60.77,0.09,92.08,0.29,5022.22,0.29,741.62,0.09,169.37,0.26,0.13352202690333548,,,,
4,2,9,4,2,1,3,7,2,2,1,2,1,0.2709832134292566,0.2743036340158642,0.19042,0.98721,0.04760775662601021,3.8539772727272728,678.22,0.62,268.65,0.31,359.25,0.44,1026.81,0.28,191.11,0.28,1900.6,0.26,922.34,0.52,1951.71,0.71,110.34,0.16,472.24,1.0,1080.16,0.08,149.43,0.13,1291.48,0.25,87.09,0.09,0.17831120009278179
2,4,3,3,1,2,2,3,2,1,2,2,1,0.15847665847665848,0.15683865683865683,0.15525,1.71063,0.036172016179426135,3.8485915492957745,0.0,1.0,92.06,0.41,294.21,0.23,118.24,0.53,285.3,0.35,0.0,1.0,46.26,0.37,0.0,1.0,203.48,0.4,2490.89,0.44,13.62,0.15,1608.88,1.0,1463.02,1.0,2621.3,1.0,0.10193180685555847
3,1,1,2,5,2,4,6,1,1,1,1,1,0.24315068493150685,0.2423896499238965,0.18247,1.76506,0.04214366168825371,3.330188679245283,59.95,0.3,298.28,0.3,515.2,0.22,280.56,0.52,529.49,0.37,23.18,0.15,98.3,0.36,44.81,0.09,6510.45,0.46,959.67,0.3,11634.69,0.09,6018.41,0.23,0.15610839261482792,,,,
2,1,3,1,4,2,4,4,1,1,1,2,1,0.1934889434889435,0.1928746928746929,0.18954,2.06524,0.04167778092120338,3.3253968253968256,121.76,0.29,338.8,0.28,549.65,0.21,320.64,0.39,554.7,0.34,32.91,0.14,120.0,0.33,50.34,0.09,53.54,0.32,4488.31,0.28,627.31,0.08,129.07,0.22,0.11783637339450218,,,,
3,1,4,2,1,2,3,6,2,2,2,2,1,0.1882100092109303,0.18728891618053423,0.19013,1.95972,0.04254880026304787,3.329022988505747,82.3,0.32,382.31,0.3,459.19,0.16,376.43,0.42,681.25,0.35,32.97,0.15,136.1,0.34,58.79,0.09,300.57,0.27,255.71,0.3,48.28,0.07,386.49,0.2,-0.040135702714546695,,,,
4,2,9,4,4,2,3,6,1,2,2,2,1,0.2271721084670725,0.22468179302711677,0.18927,0.97945,0.04731756483602797,3.866039952996475,263.12,0.3,997.47,0.28,1836.3,0.26,896.37,0.51,1894.03,0.71,107.93,0.15,453.06,1.0,92.61,0.09,264.98,0.57,792.34,0.32,428.18,0.28,504.58,0.07,1124.16,0.25,0.10466211657601011,,
2,4,1,1,3,2,5,4,2,2,2,2,1,0.19749608763693272,0.19718309859154928,0.18389,1.95742,0.04117218678751285,3.137184115523466,95.4,0.3,273.07,0.27,472.93,0.21,254.7,0.4,488.29,0.34,22.71,0.14,93.64,0.34,49.64,0.08,456.97,0.51,3447.57,0.27,259.52,0.09,363.73,0.16,0.1488523614094031,,,,
2,4,1,4,1,1,5,6,2,2,2,1,1,0.1589984350547731,0.16025039123630672,0.18102,1.82318,0.04142278274850846,3.3877862595419845,67.44,0.41,115.11,0.3,67.44,0.46,321.93,0.28,2077.74,0.28,612.76,0.22,290.74,0.4,628.01,0.34,22.98,0.14,121.4,0.35,704.16,0.07,647.61,0.04,647.61,0.17,44.32,0.08,0.14338459453966534
1,1,3,1,3,2,5,4,2,2,2,1,1,0.2546526626128616,0.25538971807628524,0.19539,2.00706,0.04337324359480179,3.1520390070921986,318.83,0.31,1171.36,0.28,1927.95,0.21,1100.17,0.4,1975.92,0.33,105.17,0.15,433.05,0.33,98.06,0.1,54.3,0.33,14018.65,0.28,1282.75,0.08,325.58,0.27,0.15619656605552354,,,,
2,4,3,2,1,2,4,1,1,2,2,2,1,0.1595004095004095,0.16031941031941033,0.17751,1.98635,0.039547422726802166,3.272234273318872,175.94,0.31,432.15,0.28,783.47,0.21,432.15,0.4,797.46,0.35,33.4,0.13,153.21,0.33,51.33,0.09,733.76,0.43,247.64,0.28,3040.9,0.28,981.62,0.08,931.27,0.04,264.99,0.21,0.14365729299897562
2,4,5,4,2,1,1,3,2,1,1,1,1,0.2551187551187551,0.2551187551187551,0.14763,1.78528,0.03398525531408896,4.299610894941634,101794.39,0.56,93.71,0.0,18332.15,0.46,267.7,0.0,33710.09,0.26,494.0,0.0,245.42,0.0,505.3,0.0,15.94,0.0,88.28,0.0,633.31,1.0,633.31,1.0,633.31,0.14,39.65,0.0,0.10047505604396376
4,3,7,3,4,2,1,7,2,2,1,2,1,0.20319129311935066,0.20319129311935066,0.19139,0.97227,0.047844371744487156,3.750300842358604,240.94,0.0,944.66,0.0,1754.2,0.0,863.55,0.0,1799.65,0.0,106.74,0.0,433.79,0.0,89.74,0.0,2370.63,0.3,194238.47,0.29,410.89,0.08,1175.29,0.27,0.12770406778677554,,,,
2,1,9,1,1,2,2,7,1,1,2,2,1,0.18857493857493857,0.1947174447174447,0.15907,1.68421,0.03719371849780033,3.8017118402282453,140.65,0.31,369.19,0.5,692.95,0.22,341.11,0.4,708.07,0.37,31.17,0.15,119.78,0.37,48.5,0.09,85.63,0.31,113.23,0.29,1258.92,0.07,99.75,0.14,0.10212320574162678,,,,
2,3,5,1,4,1,4,8,2,2,1,1,1,0.21867321867321868,0.214987714987715,0.18206,1.77981,0.04194441917851781,3.5474642392717817,54.08,0.28,151.54,0.3,54.08,0.33,382.91,0.28,6220.64,0.28,784.96,0.21,383.75,0.4,802.19,0.37,32.92,0.14,154.56,0.36,794.5,0.08,173.25,0.13,173.2,0.21,52.13,0.08,0.110800656947834
2,4,5,2,4,2,5,3,2,2,1,1,1,0.2076167076167076,0.20945945945945946,0.15556,1.70942,0.03625026826501513,3.845878136200717,0.0,1.0,83.49,0.4,288.9,0.23,112.39,0.52,279.98,0.35,0.0,1.0,45.57,0.37,0.0,1.0,123.48,0.38,289.15,0.46,2252.42,0.14,351.29,1.0,351.25,0.24,0.05509964830011723,,
1,2,5,4,5,1,4,1,2,1,1,2,1,0.25471408390148026,0.25471408390148026,0.18716,2.00571,0.04155447945074113,3.2154979186679475,28218.69,0.61,445.99,0.31,35854.25,0.36,1670.2,0.29,5580.81,0.29,2674.38,0.21,1566.51,0.41,2741.45,0.34,134.31,0.14,564.77,0.33,69506.26,0.08,51665.94,0.14,32369.17,0.26,143.24,0.1,0.17466013311398892
2,4,5,4,4,1,4,4,2,1,1,2,1,0.2199017199017199,0.21764946764946766,0.18173,2.04153,0.04011957161083528,3.1475409836065573,2588.45,0.52,131.29,0.3,79.36,0.36,358.9,0.28,4307.61,0.28,569.0,0.21,332.87,0.39,577.96,0.34,24.89,0.14,109.86,0.33,579.96,0.08,112.93,0.15,138.89,0.27,52.88,0.09,0.13227320064122816
1,4,8,3,4,2,1,4,1,2,1,1,1,0.2071740065106566,0.2071740065106566,0.19348,2.02809,0.042799571196564704,3.1885209713024283,351.27,0.0,1200.4,0.0,1941.88,0.0,1139.86,0.0,1997.21,0.0,121.44,0.0,431.15,0.0,128.0,0.0,179153.08,0.51,2774.18,0.3,217470.64,0.28,723.36,0.09,1374.78,0.25,0.1178352005582737,,
2,1,1,2,1,1,2,2,2,1,1,1,1,0.20715917745620716,0.21807565371921808,0.19381,2.16365,0.041909799358228444,3.184594953519256,1380.22,0.23,114.91,0.29,1380.22,0.25,321.78,0.25,149.33,0.25,640.98,0.19,329.32,0.4,659.05,0.32,20.9,0.1,139.62,0.32,407.44,0.08,2505.12,0.05,2505.12,0.05,36.64,0.06,0.1403078671996571
4,3,8,2,3,1,5,8,2,2,2,2,1,0.25604132078952224,0.2565947242206235,0.18345,0.96222,0.04585139955173074,3.8310030395136776,0.4,0.34,260.33,0.3,0.4,0.34,962.25,0.27,15168.45,0.27,1797.07,0.26,909.04,0.51,1839.09,0.7,126.4,0.16,406.06,1.0,920.55,0.07,145.75,0.14,145.75,0.26,83.18,0.08,0.1562894534257121
4,2,4,4,2,1,3,3,2,2,1,2,1,0.21914775871610404,0.22025456557830658,0.1699,0.92482,0.042422309749347305,4.6020558002936856,436.35,0.5,0.0,1.0,1583.93,0.52,316.11,0.43,13.15,0.17,512.07,0.21,352.78,0.5,902.34,0.67,0.0,1.0,186.31,1.0,828.76,1.0,828.76,1.0,276.79,0.14,0.0,1.0,0.1361299706083612
4,3,2,3,4,2,1,3,2,1,1,1,1,0.20319129311935066,0.20319129311935066,0.17052,0.92654,0.04257547134452854,4.847740667976424,139.38,0.0,558.34,0.0,1277.86,0.0,542.33,0.0,1329.9,0.0,66.6,0.0,303.61,0.0,65.09,0.0,150244.12,0.42,222858.75,0.23,1227.79,1.0,1196.05,0.14,0.12722628966605515,,,,
1,1,4,4,1,1,1,5,1,2,2,2,1,0.20711258522203796,0.20711258522203796,0.19096,1.95476,0.042758128445628894,3.283529411764706,1578.36,0.25,513.12,0.0,1578.36,0.27,1915.92,0.0,206838.95,0.3,1991.19,0.0,1744.4,0.0,3113.49,0.0,160.52,0.0,663.4,0.0,278.4,0.08,1980.53,0.15,1980.53,0.26,153.64,0.0,0.13469776271945907
3,2,8,2,5,2,3,6,1,2,2,2,1,0.25176542830825915,0.25176542830825915,0.18424,1.95322,0.04127740032323358,3.187396351575456,69.19,0.32,325.9,0.29,540.76,0.21,307.22,0.41,550.51,0.36,21.95,0.14,104.58,0.34,61.63,0.09,280.82,0.53,170.27,0.29,240.12,0.09,164.56,0.25,0.18336309836467415,,,,
2,4,5,1,1,2,2,1,1,2,1,2,1,0.1988124488124488,0.2156019656019656,0.17751,1.98635,0.039547422726802166,3.272234273318872,175.94,0.31,432.15,0.28,783.47,0.21,432.15,0.4,797.46,0.35,33.4,0.13,153.21,0.33,51.33,0.09,198.86,0.51,193.89,0.31,179.9,0.28,175.48,0.09,198.35,0.14,0.1459734126593707,,
4,3,9,2,1,1,5,8,2,1,1,1,1,0.22532743036340158,0.2268031728463383,0.16405,0.9096,0.04092509838720591,4.288762446657183,174.63,0.31,252.5,0.31,174.63,0.3,875.05,0.29,7168.84,0.29,1623.3,0.27,796.74,0.51,1665.78,0.69,90.51,0.17,324.48,1.0,1627.39,0.06,163.19,0.14,163.19,0.19,86.17,0.09,0.12442458057785986
1,1,6,1,5,1,2,5,2,1,1,1,1,0.25766230575517474,0.2570480928689884,0.18373,1.97552,0.04099805960333245,3.2012963629816347,581.05,0.37,392.92,0.3,581.05,0.43,1430.1,0.28,561.71,0.28,2382.15,0.21,1371.5,0.4,2432.13,0.34,129.33,0.15,483.49,0.34,542.42,0.08,560.38,0.14,538.79,0.29,130.74,0.1,0.16896980271279538
4,1,6,2,4,1,5,6,1,1,2,1,1,0.23086146467441432,0.23086146467441432,0.20242,1.01668,0.05060799750644354,3.764945652173913,181.41,0.34,234.69,0.31,181.41,0.29,892.07,0.28,9742.68,0.28,1643.14,0.26,803.17,0.5,1677.23,0.72,116.19,0.18,432.02,1.0,1470.99,0.07,171.12,0.15,171.08,0.24,79.2,0.1,0.18558622524517393
2,2,3,2,1,1,2,1,1,2,1,1,1,0.1732186732186732,0.17403767403767403,0.17751,1.98635,0.039547422726802166,3.272234273318872,196.76,0.43,175.94,0.31,193.89,0.31,432.15,0.28,179.9,0.28,783.47,0.21,432.15,0.4,797.46,0.35,33.4,0.13,153.21,0.33,174.83,0.08,187.78,0.04,198.35,0.14,51.33,0.09,0.1501823032716203
1,3,3,2,1,1,3,4,2,2,1,2,1,0.2049014188317671,0.20723542779927523,0.18671,2.0,0.041495026625138175,3.2,1053.91,0.28,386.06,0.31,1053.91,0.26,1243.29,0.29,495.55,0.29,2095.95,0.21,1189.57,0.41,2155.99,0.33,110.71,0.14,424.04,0.33,199.84,0.08,1305.25,0.14,1305.82,0.21,117.44,0.1,-0.03752260397830015
3,2,3,2,3,1,5,4,2,2,1,1,1,0.21246545901136016,0.2090881178999079,0.19315,1.91252,0.043569467885575676,3.0652631578947367,353.08,0.5,55.63,0.31,14.81,0.34,258.14,0.28,2743.46,0.28,423.54,0.21,240.05,0.4,433.39,0.36,17.99,0.15,86.53,0.34,240.68,0.09,386.81,0.04,73.24,0.27,42.66,0.08,0.16256881301416465
3,2,3,4,3,1,3,4,2,2,1,1,1,0.21246545901136016,0.2118513969910961,0.19156,2.00149,0.042579989164075197,3.1209016393442623,273.26,0.58,54.69,0.31,45.45,0.33,256.95,0.28,284.83,0.28,482.28,0.21,238.53,0.41,497.62,0.36,15.47,0.15,88.17,0.33,78.91,0.08,1.57,0.04,312.93,0.23,55.23,0.1,0.13569846516856432
3,1,3,1,1,2,1,1,2,1,2,1,1,0.1961928154743629,0.1961928154743629,0.18436,2.0,0.04098464661844943,3.198083067092652,78.0,0.0,336.01,0.0,567.79,0.0,327.08,0.0,574.58,0.0,22.99,0.0,108.37,0.0,63.06,0.0,303.74,0.27,35131.07,0.29,57.93,0.09,340.58,0.2,0.08333333333333333,,,,
1,1,7,3,3,1,1,5,1,2,2,2,1,0.24445672870216817,0.24445672870216817,0.18721,2.02182,0.04145501606552962,3.1799046862589355,51696.7,0.37,338.21,0.0,51696.7,0.36,1319.99,0.0,184010.18,0.29,2165.46,0.0,1295.46,0.0,2216.87,0.0,150.71,0.0,447.72,0.0,427.81,0.08,1211.27,0.15,1211.28,0.27,138.1,0.0,0.17484388611116616
2,1,3,4,3,2,3,2,2,2,2,2,1,0.2190827190827191,0.22174447174447173,0.20561,2.55242,0.04159838398492797,3.0869001297016863,115.66,0.28,304.81,0.24,670.83,0.17,317.49,0.38,677.68,0.31,24.12,0.08,144.67,0.28,28.23,0.04,18.72,0.3,218.02,0.24,68.75,0.07,334.28,0.22,0.018992932862190812,,,,
2,2,3,4,3,1,5,5,2,2,1,1,1,0.19983619983619982,0.20208845208845208,0.18719,1.89813,0.042316577557363275,3.0984393757503,702.23,0.5,177.85,0.3,19.64,0.35,367.62,0.28,5111.44,0.28,709.92,0.22,381.14,0.4,722.92,0.34,34.11,0.14,145.55,0.35,428.03,0.08,641.0,0.04,126.7,0.26,45.11,0.08,0.1578506974921868
3,4,2,2,3,2,1,5,1,1,2,1,1,0.23334356770033773,0.23334356770033773,0.16545,1.98491,0.0368756338742394,3.2088974854932304,62.7,0.0,284.69,0.0,476.29,0.0,295.72,0.0,494.31,0.0,22.34,0.0,72.35,0.0,61.31,0.0,84923.32,0.5,10867.56,0.34,36746.28,0.3,104.39,0.09,183.74,0.16,264.31,0.26,0.16347146501488818
3,2,8,1,5,1,4,3,1,1,2,1,1,0.22597482345716918,0.22720294749769726,0.16524,1.75641,0.03824349568183666,3.8863636363636362,1664.55,0.59,0.0,1.0,2801.94,0.47,71.94,0.4,554.98,0.16,192.32,0.22,89.43,0.51,191.3,0.34,0.0,1.0,32.34,0.36,7658.5,1.0,7658.5,1.0,3565.88,0.31,0.0,1.0,0.05474452554744526
3,3,8,3,2,2,5,3,1,2,1,2,1,0.25514276941971137,0.25084433527786304,0.16181,1.74608,0.037508153946510074,3.9213483146067416,0.0,1.0,67.09,0.4,192.35,0.21,90.48,0.51,187.45,0.35,0.0,1.0,31.81,0.36,0.0,1.0,174.94,0.49,576.5,0.16,223.14,1.0,223.13,0.13,0.06822262118491922,,,,
1,1,7,1,4,2,1,2,2,2,1,2,1,0.21337755666113875,0.21337755666113875,0.21263,2.618,0.04253118756000898,2.9773413897280965,292.66,0.0,1178.0,0.0,2244.65,0.0,1137.0,0.0,2297.21,0.0,72.52,0.0,504.89,0.0,89.69,0.0,2785.91,0.22,285055.79,0.23,538.22,0.07,949.24,0.19,0.14298149479477573,,,,
2,1,9,1,3,2,3,5,1,1,2,2,1,0.21334971334971334,0.2156019656019656,0.17817,1.93597,0.0400273907000698,3.29364161849711,179.48,0.3,424.25,0.28,752.69,0.21,400.41,0.4,765.5,0.35,33.23,0.13,147.22,0.34,45.93,0.09,124.88,0.36,307.14,0.28,166.42,0.09,551.53,0.25,0.08365308418213775,,,,
1,4,4,3,1,2,1,3,2,1,1,2,1,0.16632884957926417,0.16632884957926417,0.17068,1.84497,0.03891050765415088,4.083755177174413,325.75,0.0,1225.23,0.0,1379.54,0.0,1129.67,0.0,2260.25,0.0,98.62,0.0,463.19,0.0,100.58,0.0,89704.27,0.42,89704.27,0.53,224614.37,0.26,2704.86,1.0,2704.86,1.0,2704.86,0.14,0.1348094882516281
1,2,4,3,5,2,1,1,1,2,1,1,1,0.2179841533075364,0.2179841533075364,0.19098,2.00332,0.042419081225051385,3.233229329173167,571.82,0.0,2114.19,0.0,2159.59,0.0,1967.01,0.0,3391.25,0.0,161.44,0.0,729.93,0.0,167.77,0.0,637212.52,0.49,88494.34,0.4,135096.08,0.29,197707.39,0.08,365643.03,0.04,90472.36,0.26,0.04600204239498329
4,4,8,2,4,2,1,5,2,1,2,2,1,0.2166574432761483,0.2166574432761483,0.19577,1.0,0.04894870764698001,3.6529595015576324,266.74,0.0,905.56,0.0,1685.87,0.0,858.33,0.0,1737.99,0.0,112.14,0.0,422.92,0.0,101.37,0.0,143025.78,0.54,2205.45,0.29,183902.63,0.28,530.6,0.08,1139.36,0.23,0.13818960899839317,,
3,3,7,3,2,2,4,8,1,1,2,2,1,0.25514276941971137,0.25514276941971137,0.17119,1.74018,0.0396911857611166,3.460526315789474,72.46,0.31,307.25,0.3,533.76,0.21,286.48,0.53,546.95,0.38,22.93,0.15,91.68,0.36,53.6,0.08,7091.93,0.4,1164.92,0.3,180.84,0.09,60.61,0.25,0.13555064816843948,,,,
